Age,Gender,Years of Experience,Salary,education_encoded,IT,Sales,Others
-0.005861603838364007,0,-0.3183424166758991,90000.0,0,1,0,0
-0.7179501262692248,1,-0.8255117562372634,65000.0,1,1,0,0
1.3966790180665398,0,1.1398607065015154,150000.0,1,0,1,0
0.5402830274919144,1,0.07348752030730062,60000.0,0,0,1,0
1.8468759939752253,0,1.6105352432074818,200000.0,1,0,0,1
-0.5205104887020283,0,-1.155841545505092,55000.0,0,0,0,1
1.1544701445432717,1,0.8011084747313297,120000.0,1,0,1,0
-0.16574914766338308,0,-0.5526730125489888,80000.0,0,0,1,0
-1.1608582584826228,1,-1.5834075001391121,45000.0,0,0,0,1
0.7679032978042702,0,0.5408700998203732,110000.0,1,1,0,0
-0.5205104887020283,0,-0.8255117562372634,75000.0,1,1,0,0
1.6067761128046996,1,1.4336296110095534,140000.0,0,0,1,0
0.41611309875561164,0,-0.11184092977090172,65000.0,0,0,0,1
0.9714514558533187,1,1.032708066814265,130000.0,1,0,1,0
-0.9307931606886387,0,-1.155841545505092,40000.0,0,0,0,1
1.3198469295183743,0,1.2420786346308883,125000.0,0,0,1,0
0.14381254482223418,1,0.07348752030730062,90000.0,1,0,1,0
0.8724476337379723,0,0.8011084747313297,115000.0,1,0,0,1
-1.4102572772030173,1,-2.222346789203227,35000.0,0,1,0,0
1.790617000255295,0,1.775163074582989,180000.0,0,0,1,0
0.2841981730193243,1,-0.3183424166758991,80000.0,1,0,0,1
1.5399188258097805,0,1.5237498136314942,190000.0,1,0,0,1
-0.33689994851420996,0,-1.155841545505092,50000.0,0,0,0,1
0.5402830274919144,1,0.3971228423983187,60000.0,0,0,0,1
1.0653330487915025,0,0.9200281716390348,140000.0,1,0,1,0
-0.7179501262692248,1,-0.8255117562372634,45000.0,0,0,0,1
0.657354072700196,1,0.6750806457732462,110000.0,1,1,0,0
-1.6814561952503757,0,-1.5834075001391121,40000.0,0,1,0,0
1.2392046845728935,1,1.1398607065015154,140000.0,1,0,0,1
0.14381254482223418,0,-0.11184092977090172,90000.0,1,0,0,1
1.731951668185029,0,2.0029486930604947,250000.0,0,0,0,1
-0.16574914766338308,1,-0.5526730125489888,55000.0,0,0,0,1
-0.5205104887020283,0,-0.8255117562372634,75000.0,1,1,0,0
0.8724476337379723,1,0.5408700998203732,65000.0,0,0,0,1
1.4699580589591195,0,1.6105352432074818,170000.0,1,0,1,0
-0.9307931606886387,0,-1.155841545505092,45000.0,0,0,0,1
0.41611309875561164,1,0.07348752030730062,60000.0,0,0,0,1
1.1544701445432717,0,1.032708066814265,115000.0,1,1,0,0
-1.1608582584826228,1,-1.5834075001391121,40000.0,0,0,0,1
1.6707267998792326,0,1.6942596515181523,160000.0,0,0,1,0
0.2841981730193243,1,-0.3183424166758991,80000.0,1,0,0,1
1.6067761128046996,0,1.4336296110095534,190000.0,1,0,0,1
-0.33689994851420996,0,-0.8255117562372634,60000.0,0,1,0,0
0.5402830274919144,1,0.24209598592651493,45000.0,0,0,0,1
1.0653330487915025,0,0.9200281716390348,130000.0,1,0,0,1
-0.7179501262692248,1,-1.155841545505092,40000.0,0,0,0,1
-0.005861603838364007,0,-0.3183424166758991,75000.0,0,0,1,0
1.3966790180665398,1,1.2420786346308883,180000.0,1,0,0,1
0.7679032978042702,0,0.6750806457732462,120000.0,1,1,0,0
-1.4102572772030173,0,-2.222346789203227,35000.0,0,0,0,1
1.790617000255295,1,1.775163074582989,130000.0,0,0,1,0
0.14381254482223418,0,0.07348752030730062,85000.0,1,0,0,1
0.9714514558533187,1,0.8011084747313297,60000.0,0,0,0,1
1.5399188258097805,0,1.5237498136314942,200000.0,1,0,0,1
-0.5205104887020283,1,-0.8255117562372634,50000.0,0,0,0,1
0.5402830274919144,0,0.3971228423983187,95000.0,0,0,1,0
-0.9307931606886387,1,-1.155841545505092,65000.0,1,1,0,0
1.2392046845728935,0,1.3398603632228925,140000.0,1,0,0,1
-0.33689994851420996,1,-0.5526730125489888,55000.0,0,0,1,0
0.41611309875561164,0,0.07348752030730062,105000.0,1,0,1,0
1.790617000255295,1,1.8534572518307215,170000.0,1,0,0,1
-0.5205104887020283,0,-0.8255117562372634,50000.0,0,0,0,1
0.9714514558533187,1,0.8011084747313297,80000.0,0,0,1,0
1.5399188258097805,0,1.6942596515181523,180000.0,1,1,0,0
-1.1608582584826228,0,-1.5834075001391121,35000.0,0,0,0,1
0.7679032978042702,1,0.5408700998203732,90000.0,1,0,1,0
1.4699580589591195,0,1.5237498136314942,120000.0,0,0,1,0
-0.16574914766338308,1,-0.3183424166758991,45000.0,0,0,0,1
0.2841981730193243,0,0.24209598592651493,90000.0,1,0,1,0
1.6707267998792326,1,1.4336296110095534,150000.0,1,0,0,1
0.14381254482223418,0,-0.11184092977090172,65000.0,0,1,0,0
0.8724476337379723,1,0.6750806457732462,70000.0,0,0,0,1
1.3966790180665398,0,1.2420786346308883,190000.0,1,1,0,0
-0.7179501262692248,0,-1.155841545505092,40000.0,0,0,0,1
1.1544701445432717,1,1.032708066814265,120000.0,1,0,0,1
0.657354072700196,0,0.5408700998203732,95000.0,0,0,1,0
1.731951668185029,1,1.775163074582989,160000.0,0,0,1,0
-0.005861603838364007,0,-0.11184092977090172,100000.0,1,1,0,0
1.6067761128046996,1,1.6105352432074818,180000.0,1,0,0,1
-0.33689994851420996,1,-0.8255117562372634,55000.0,0,0,1,0
0.5402830274919144,0,0.24209598592651493,70000.0,0,0,0,1
1.0653330487915025,1,0.9200281716390348,80000.0,1,1,0,0
-1.4102572772030173,0,-2.222346789203227,30000.0,0,0,1,0
1.8468759939752253,0,1.9293299873029714,250000.0,1,0,0,1
-0.5205104887020283,1,-1.155841545505092,40000.0,0,0,0,1
0.2841981730193243,1,0.5408700998203732,95000.0,1,0,0,1
-0.9307931606886387,0,-1.155841545505092,45000.0,0,0,1,0
0.9714514558533187,1,1.1398607065015154,80000.0,0,0,0,1
1.4699580589591195,0,1.6942596515181523,135000.0,1,0,1,0
-0.16574914766338308,1,-0.11184092977090172,55000.0,0,0,0,1
0.5402830274919144,0,0.6750806457732462,120000.0,1,1,0,0
-0.5205104887020283,1,-0.8255117562372634,40000.0,0,0,1,0
1.2392046845728935,0,1.4336296110095534,105000.0,0,0,1,0
1.8468759939752253,1,2.0029486930604947,170000.0,1,0,1,0
0.14381254482223418,0,0.07348752030730062,75000.0,0,0,0,1
0.8724476337379723,1,0.8011084747313297,65000.0,0,0,0,1
1.5399188258097805,0,1.775163074582989,160000.0,1,1,0,0
-1.1608582584826228,0,-1.5834075001391121,35000.0,0,1,0,0
0.7679032978042702,1,0.5408700998203732,90000.0,1,0,1,0
1.3966790180665398,0,1.6105352432074818,110000.0,0,0,0,1
-0.16574914766338308,1,-0.3183424166758991,45000.0,0,0,0,1
0.41611309875561164,0,0.24209598592651493,95000.0,1,0,1,0
1.6707267998792326,1,1.5237498136314942,150000.0,1,0,1,0
0.14381254482223418,0,-0.3183424166758991,50000.0,0,1,0,0
0.8724476337379723,1,0.9200281716390348,80000.0,1,1,0,0
1.3198469295183743,0,1.2420786346308883,220000.0,1,1,0,0
-0.33689994851420996,1,-0.8255117562372634,50000.0,0,0,0,1
0.5402830274919144,0,0.07348752030730062,60000.0,0,0,0,1
1.0653330487915025,1,1.032708066814265,100000.0,1,0,0,1
-0.7179501262692248,0,-1.155841545505092,40000.0,0,0,1,0
1.1544701445432717,1,1.1398607065015154,110000.0,1,0,0,1
0.657354072700196,0,0.3971228423983187,95000.0,0,1,0,0
1.731951668185029,1,1.775163074582989,130000.0,0,0,0,1
-0.005861603838364007,0,-0.11184092977090172,90000.0,1,0,0,1
-1.9773517807805185,1,-2.222346789203227,35000.0,0,0,0,1
-0.16574914766338308,0,-0.11184092977090172,95000.0,1,0,0,1
0.9714514558533187,1,1.1398607065015154,65000.0,0,0,1,0
1.6067761128046996,0,1.6105352432074818,170000.0,1,1,0,0
-0.5205104887020283,1,-0.8255117562372634,45000.0,0,0,0,1
0.41611309875561164,0,0.5408700998203732,120000.0,1,0,1,0
1.1544701445432717,1,1.3398603632228925,100000.0,0,0,1,0
1.900870015065436,0,2.0029486930604947,180000.0,1,0,0,1
0.14381254482223418,1,-0.3183424166758991,50000.0,0,0,0,1
0.7679032978042702,0,0.6750806457732462,80000.0,0,0,1,0
1.3198469295183743,1,1.2420786346308883,140000.0,1,1,0,0
-1.1608582584826228,0,-1.155841545505092,40000.0,0,0,0,1
0.657354072700196,1,0.3971228423983187,95000.0,1,0,0,1
1.3966790180665398,0,1.4336296110095534,110000.0,0,0,1,0
-0.005861603838364007,1,-0.5526730125489888,50000.0,0,0,0,1
0.2841981730193243,0,0.24209598592651493,105000.0,1,1,0,0
1.731951668185029,1,1.6942596515181523,160000.0,1,0,0,1
-0.5205104887020283,0,-0.8255117562372634,45000.0,0,0,0,1
0.9714514558533187,1,0.8011084747313297,100000.0,1,0,0,1
1.5399188258097805,0,1.775163074582989,160000.0,1,1,0,0
-0.9307931606886387,0,-1.5834075001391121,35000.0,0,0,1,0
0.8724476337379723,1,0.5408700998203732,55000.0,0,0,0,1
1.4699580589591195,0,1.5237498136314942,140000.0,1,0,1,0
-0.33689994851420996,1,-0.5526730125489888,50000.0,0,0,1,0
0.5402830274919144,0,0.07348752030730062,60000.0,0,1,0,0
1.2392046845728935,1,1.032708066814265,120000.0,1,0,1,0
-0.7179501262692248,0,-1.155841545505092,40000.0,0,0,0,1
1.0653330487915025,1,0.9200281716390348,110000.0,1,0,1,0
0.14381254482223418,0,-0.3183424166758991,50000.0,0,1,0,0
1.5399188258097805,0,1.6105352432074818,135000.0,0,0,1,0
-1.4102572772030173,1,-1.5834075001391121,40000.0,1,0,0,1
0.2841981730193243,0,0.24209598592651493,90000.0,0,0,0,1
1.1544701445432717,1,1.2420786346308883,150000.0,1,1,0,0
-0.16574914766338308,0,-0.5526730125489888,60000.0,0,0,1,0
0.7679032978042702,1,0.5408700998203732,80000.0,0,0,0,1
1.3966790180665398,0,1.5237498136314942,175000.0,1,0,1,0
-0.5205104887020283,1,-0.8255117562372634,45000.0,0,0,0,1
0.5402830274919144,0,0.6750806457732462,120000.0,1,0,1,0
1.2392046845728935,1,1.4336296110095534,140000.0,1,0,0,1
-1.1608582584826228,0,-1.155841545505092,35000.0,0,0,0,1
0.657354072700196,1,0.3971228423983187,95000.0,1,0,0,1
1.3198469295183743,0,1.032708066814265,110000.0,0,0,0,1
-0.005861603838364007,1,-0.3183424166758991,50000.0,0,0,0,1
0.14381254482223418,0,0.07348752030730062,115000.0,1,0,1,0
1.790617000255295,1,1.8534572518307215,185000.0,1,0,0,1
-0.7179501262692248,0,-1.155841545505092,40000.0,0,1,0,0
0.8724476337379723,1,0.8011084747313297,90000.0,0,0,1,0
1.6067761128046996,0,1.6942596515181523,175000.0,1,0,0,1
-0.33689994851420996,1,-0.8255117562372634,45000.0,0,0,0,1
0.41611309875561164,0,0.07348752030730062,80000.0,0,0,0,1
1.0653330487915025,1,0.9200281716390348,120000.0,1,0,1,0
-0.9307931606886387,0,-1.5834075001391121,35000.0,0,0,0,1
0.9714514558533187,1,1.032708066814265,110000.0,0,0,1,0
1.4699580589591195,0,1.4336296110095534,150000.0,1,1,0,0
-0.16574914766338308,1,-0.5526730125489888,50000.0,0,0,0,1
0.2841981730193243,0,0.3971228423983187,105000.0,1,1,0,0
1.731951668185029,1,1.6105352432074818,180000.0,1,0,0,1
-0.5205104887020283,0,-1.155841545505092,40000.0,0,0,0,1
1.2392046845728935,0,1.2420786346308883,140000.0,0,0,1,0
-1.1608582584826228,1,-1.5834075001391121,45000.0,1,1,0,0
0.41611309875561164,0,0.07348752030730062,85000.0,0,0,0,1
1.1544701445432717,1,1.4336296110095534,140000.0,1,0,1,0
-0.16574914766338308,0,-0.5526730125489888,50000.0,0,0,0,1
0.7679032978042702,1,0.5408700998203732,80000.0,0,0,0,1
1.4699580589591195,0,1.6105352432074818,170000.0,1,0,0,1
-0.5205104887020283,1,-1.155841545505092,40000.0,0,0,1,0
0.657354072700196,0,0.3971228423983187,105000.0,1,0,0,1
1.3198469295183743,1,1.1398607065015154,145000.0,1,0,0,1
-0.9307931606886387,0,-1.155841545505092,40000.0,0,0,1,0
0.5402830274919144,1,0.24209598592651493,85000.0,0,0,0,1
1.2392046845728935,0,1.032708066814265,130000.0,0,0,1,0
0.14381254482223418,1,-0.11184092977090172,95000.0,1,0,0,1
0.2841981730193243,0,0.3971228423983187,100000.0,0,0,0,1
1.731951668185029,1,1.775163074582989,180000.0,1,0,0,1
-0.7179501262692248,0,-1.5834075001391121,35000.0,0,0,0,1
0.8724476337379723,1,0.8011084747313297,95000.0,0,0,0,1
1.5399188258097805,0,1.5237498136314942,170000.0,1,0,0,1
-0.33689994851420996,1,-0.8255117562372634,45000.0,0,0,1,0
0.2841981730193243,0,0.07348752030730062,95000.0,0,0,1,0
0.9714514558533187,1,0.9200281716390348,120000.0,1,0,0,1
-0.7179501262692248,0,-1.155841545505092,40000.0,0,0,0,1
1.0653330487915025,1,0.6750806457732462,90000.0,0,0,0,1
1.3966790180665398,0,1.3398603632228925,155000.0,1,1,0,0
-0.005861603838364007,1,-0.3183424166758991,55000.0,0,0,1,0
0.41611309875561164,0,0.3971228423983187,110000.0,1,1,0,0
1.6707267998792326,1,1.6942596515181523,180000.0,1,0,0,1
-0.33689994851420996,0,-0.8255117562372634,45000.0,0,0,0,1
1.3198469295183743,0,1.2420786346308883,130000.0,0,0,1,0
-0.9307931606886387,1,-1.5834075001391121,45000.0,1,0,0,1
0.5402830274919144,0,0.07348752030730062,90000.0,0,0,0,1
1.0653330487915025,1,1.3398603632228925,160000.0,1,0,0,1
-0.16574914766338308,0,-0.5526730125489888,50000.0,0,0,0,1
0.8724476337379723,1,0.5408700998203732,120000.0,0,0,1,0
1.5399188258097805,0,1.6105352432074818,170000.0,1,0,0,1
-0.33689994851420996,1,-1.155841545505092,40000.0,0,0,0,1
0.7679032978042702,0,0.3971228423983187,110000.0,1,0,0,1
1.3966790180665398,1,1.1398607065015154,150000.0,1,0,0,1
-0.7179501262692248,0,-1.155841545505092,40000.0,0,0,0,1
0.41611309875561164,1,0.24209598592651493,85000.0,0,0,0,1
1.3198469295183743,0,1.032708066814265,130000.0,0,1,0,0
0.2841981730193243,1,-0.11184092977090172,100000.0,1,0,0,1
0.41611309875561164,0,0.3971228423983187,95000.0,0,1,0,0
1.731951668185029,1,1.775163074582989,180000.0,1,0,0,1
-0.5205104887020283,0,-1.5834075001391121,35000.0,0,0,0,1
0.9714514558533187,1,0.8011084747313297,100000.0,0,0,1,0
1.6067761128046996,0,1.5237498136314942,170000.0,1,0,0,1
-0.16574914766338308,1,-0.8255117562372634,45000.0,0,0,0,1
0.14381254482223418,0,0.07348752030730062,100000.0,0,0,1,0
1.1544701445432717,1,0.9200281716390348,140000.0,1,0,1,0
-0.7179501262692248,0,-1.155841545505092,40000.0,0,0,0,1
0.9714514558533187,1,0.6750806457732462,105000.0,0,0,1,0
1.4699580589591195,0,1.4336296110095534,160000.0,1,1,0,0
0.14381254482223418,1,-0.3183424166758991,70000.0,0,0,1,0
0.657354072700196,0,0.3971228423983187,120000.0,1,1,0,0
1.790617000255295,1,1.6942596515181523,190000.0,1,0,0,1
-0.33689994851420996,0,-0.8255117562372634,45000.0,0,0,0,1
1.2392046845728935,0,1.1398607065015154,120000.0,0,0,1,0
-0.9307931606886387,1,-1.5834075001391121,50000.0,1,1,0,0
0.41611309875561164,0,0.24209598592651493,85000.0,0,0,0,1
1.1544701445432717,1,0.9200281716390348,140000.0,1,0,1,0
-0.005861603838364007,0,-0.8255117562372634,45000.0,0,0,1,0
0.657354072700196,1,0.3971228423983187,100000.0,0,0,0,1
1.3966790180665398,0,1.2420786346308883,140000.0,1,1,0,0
0.14381254482223418,1,-0.3183424166758991,70000.0,0,0,0,1
0.8724476337379723,0,0.5408700998203732,120000.0,0,0,0,1
1.3198469295183743,1,1.4336296110095534,160000.0,1,0,1,0
-0.5205104887020283,0,-1.5834075001391121,40000.0,0,0,0,1
0.7679032978042702,1,0.5408700998203732,120000.0,0,0,1,0
1.4699580589591195,0,1.5237498136314942,150000.0,1,1,0,0
0.2841981730193243,1,-0.11184092977090172,70000.0,0,0,0,1
0.5402830274919144,0,0.24209598592651493,95000.0,0,0,1,0
1.6707267998792326,1,1.6942596515181523,180000.0,1,0,0,1
-0.16574914766338308,0,-0.8255117562372634,50000.0,0,0,0,1
1.0653330487915025,1,0.6750806457732462,95000.0,0,1,0,0
1.5399188258097805,0,1.6105352432074818,170000.0,1,0,0,1
-0.33689994851420996,1,-1.155841545505092,40000.0,0,0,0,1
0.7679032978042702,0,0.3971228423983187,110000.0,1,0,0,1
1.3966790180665398,1,1.1398607065015154,150000.0,1,0,0,1
-0.7179501262692248,0,-1.155841545505092,40000.0,0,0,0,1
0.41611309875561164,1,0.24209598592651493,85000.0,0,0,0,1
1.3198469295183743,0,1.032708066814265,130000.0,0,1,0,0
0.2841981730193243,1,-0.11184092977090172,100000.0,1,0,0,1
0.41611309875561164,0,0.3971228423983187,95000.0,0,1,0,0
1.731951668185029,1,1.775163074582989,180000.0,1,0,0,1
-0.5205104887020283,0,-1.5834075001391121,350.0,0,0,0,1
0.657354072700196,1,0.5408700998203732,120000.0,0,0,1,0
1.4699580589591195,0,1.4336296110095534,160000.0,1,1,0,0
-0.16574914766338308,1,-0.8255117562372634,50000.0,0,0,0,1
1.1544701445432717,0,0.8011084747313297,110000.0,0,0,1,0
-0.5205104887020283,1,-1.5834075001391121,40000.0,0,0,1,0
0.5402830274919144,0,0.24209598592651493,95000.0,0,0,0,1
1.3198469295183743,1,1.1398607065015154,140000.0,1,0,0,1
0.14381254482223418,0,-0.5526730125489888,60000.0,0,0,1,0
0.8724476337379723,1,0.3971228423983187,110000.0,0,0,0,1
1.3966790180665398,0,1.2420786346308883,150000.0,1,1,0,0
-0.005861603838364007,1,-0.5526730125489888,60000.0,0,0,1,0
0.657354072700196,0,0.24209598592651493,90000.0,0,0,0,1
1.5399188258097805,1,1.6105352432074818,180000.0,1,0,0,1
-0.33689994851420996,0,-1.155841545505092,40000.0,0,0,0,1
0.7679032978042702,1,0.3971228423983187,120000.0,0,0,1,0
1.4699580589591195,0,1.3398603632228925,160000.0,1,1,0,0
0.2841981730193243,1,-0.3183424166758991,70000.0,0,0,0,1
0.5402830274919144,0,0.24209598592651493,95000.0,0,0,1,0
1.6707267998792326,1,1.6942596515181523,180000.0,1,0,0,1
-0.16574914766338308,0,-0.8255117562372634,50000.0,0,0,0,1
1.0653330487915025,1,0.6750806457732462,95000.0,0,1,0,0
1.5399188258097805,0,1.5237498136314942,170000.0,1,0,0,1
-0.5205104887020283,1,-1.5834075001391121,35000.0,0,0,0,1
0.41611309875561164,0,0.3971228423983187,100000.0,0,0,1,0
1.3198469295183743,1,1.1398607065015154,150000.0,1,0,0,1
0.14381254482223418,0,-0.5526730125489888,60000.0,0,0,0,1
0.41611309875561164,1,0.24209598592651493,85000.0,0,0,0,1
1.3198469295183743,0,0.9200281716390348,130000.0,0,1,0,0
-0.005861603838364007,0,-0.5526730125489888,65000.0,0,0,1,0
0.7679032978042702,1,0.5408700998203732,110000.0,0,0,0,1
1.6707267998792326,0,1.6942596515181523,180000.0,1,0,0,1
-0.5205104887020283,1,-1.155841545505092,40000.0,0,0,0,1
0.41611309875561164,0,0.07348752030730062,90000.0,0,0,1,0
1.3966790180665398,1,1.032708066814265,140000.0,1,0,1,0
0.14381254482223418,0,-0.5526730125489888,60000.0,0,0,0,1
0.9714514558533187,1,0.8011084747313297,130000.0,0,0,1,0
1.3198469295183743,0,1.2420786346308883,160000.0,1,1,0,0
-0.33689994851420996,1,-1.155841545505092,40000.0,0,0,0,1
0.657354072700196,0,0.3971228423983187,100000.0,0,0,0,1
1.6067761128046996,1,1.6105352432074818,180000.0,1,0,0,1
-0.16574914766338308,0,-0.8255117562372634,55000.0,0,0,1,0
0.7679032978042702,1,0.3971228423983187,120000.0,0,0,0,1
1.3966790180665398,0,1.2420786346308883,150000.0,1,1,0,0
0.14381254482223418,1,-0.3183424166758991,70000.0,0,0,1,0
